attr.0,attr.1,attr.2,attr.3,attr.4,attr.5,attr.6,attr.7,attr.8,attr.9,class,label
0.01154242,-0.01584476,0.000154989,0.00897944,0.003114883,-0.016294766,0.003808555,-0.002340648,-0.000487193,-0.010739604,1,1_0022.jpg
0.023067262,-0.00643764,-0.008977253,0.007373512,0.002415343,0.004622899,0.009548219,0.0036263,0.006591072,-0.000165642,1,1_0023.jpg
0.025218526,-0.014251453,-0.009236086,0.0165385,-0.01670962,0.00303605,0.00282943,-0.001995907,0.013072645,0.00078135,1,1_0024.jpg
0.04468148,0.030454582,0.006981401,0.025150008,0.014387907,0.006055329,0.038263366,0.026462212,-0.008331446,0.018895252,1,1_0025.jpg
0.060899947,0.002450822,0.006332649,-0.008106313,-0.034887314,0.02175065,-0.01417584,0.000560426,0.009321715,0.008911676,1,1_0026.jpg
0.051182035,0.034604862,0.028231597,0.011162096,-0.020508736,0.00365739,0.00103387,-0.004998272,-0.002561482,0.001943323,1,1_0027.jpg
0.025929242,-0.011661441,-0.014814077,-0.010041074,-0.009410107,-0.026473226,0.004820955,-0.003528607,-0.001529128,-0.002578803,1,1_0028.jpg
0.03721688,-0.013202035,-0.015185269,-0.012140914,-0.010084317,-0.023116587,0.004869753,-0.003675284,0.001780122,0.00076469,1,1_0029.jpg
0.05487315,-0.004894502,-0.005407432,-0.001811599,-0.021973705,-0.021065611,-0.005542784,-0.03354663,0.008611353,0.028207224,1,1_0030.jpg
0.04897434,0.000743895,-0.013694215,-0.005918199,-0.012528953,-0.026956841,-0.003348919,-0.03805824,0.018298239,0.02447876,1,1_0031.jpg
0.020098535,-0.00827837,-0.006514458,-0.003227755,0.01788383,0.002623606,-0.00036211,0.019295128,-0.002115941,0.006912557,1,1_0032.jpg
-0.022541258,-0.003620124,0.006517825,0.023890646,-0.011984834,-0.01744066,-0.005084298,-0.000999743,0.001915609,0.002253171,1,1_0033.jpg
0.015556295,-0.010573714,-0.017259829,0.007861215,-0.015620557,0.016071623,-0.001017151,0.006724913,0.009423771,-0.002812015,1,1_0034.jpg
0.05100223,-0.025978733,0.006429425,0.021164518,-0.024808895,0.007747276,0.003125759,0.01337339,0.013769531,0.002322898,1,1_0035.jpg
0.047301378,-0.027603626,-0.010188021,0.006699979,-0.016658835,0.015323836,0.002828216,0.004006481,0.005208808,0.005014105,1,1_0036.jpg
0.018420607,-0.010810085,-0.015638031,-0.000426311,-0.014190755,0.008763413,-0.00202076,0.019432234,0.010070713,-0.007210397,1,1_0037.jpg
0.006366554,-0.000868576,-0.009429078,0.007113436,-0.018201744,0.003213097,0.005846341,0.009397141,-0.001875825,0.002333157,1,1_0038.jpg
0.030262051,0.002111562,-0.017334126,0.002180116,0.021671986,-0.013838924,0.015659971,0.013791684,0.000196328,0.006811457,1,1_0039.jpg
0.017568901,-0.006232352,0.020518893,0.016018944,0.003366798,-0.02838437,0.006670352,0.018511409,-0.002449502,-0.002628681,1,1_0040.jpg
0.013267364,-0.003050311,-0.005966914,0.013969496,-0.016652368,0.005244493,0.007950521,0.005139943,0.001402319,0.001058284,1,1_0041.jpg
0.014552872,-0.01336454,-0.013390202,0.006035286,-0.010489193,-0.022905514,0.00158894,-0.001735398,6.75E-05,0.009992961,1,1_0042.jpg
0.010916565,-0.003220799,-0.003688549,0.003165019,0.00293919,-0.002997234,-0.000170412,0.012066238,-0.003161197,-0.000535725,1,1_0043.jpg
0.027836502,-0.016656311,-0.000641368,0.023750769,-0.021367457,-0.000296003,0.007455254,0.000209137,0.019668492,0.005450971,1,1_0044.jpg
0.023255037,0.009859422,-0.005490658,-0.00143456,0.012533957,-0.031445898,0.01698095,0.03304323,0.004202805,0.019260565,1,1_0045.jpg
0.028387249,-0.023567779,-0.007926185,0.014472347,-0.045555286,0.0091764,0.000384486,0.004028098,0.007518493,0.001472719,1,1_0046.jpg
0.009359187,-0.005480366,-0.011874423,0.000235468,-0.013697155,-0.006818072,0.002943061,0.006426758,-0.000253773,0.003472174,1,1_0047.jpg
0.014212108,-0.002243184,-0.010564471,0.011011305,-0.01086295,0.004326058,0.006922133,0.012742569,0.003897854,0.006803989,1,1_0048.jpg
0.009828047,-0.001991977,-0.027682735,-0.006641089,0.00172239,-0.007100781,0.008649472,0.003116153,0.007599549,0.00752821,1,1_0049.jpg
0.020051513,-0.005235247,-0.021706833,0.007996897,-0.00771392,-0.006898693,0.008600904,0.002627269,0.002267733,0.00911145,1,1_0050.jpg
0.007003628,0.008112248,0.018905563,0.020311145,-0.0191534,-0.024605833,-0.007235948,0.003622319,-0.013959164,-0.013739552,1,1_0051.jpg
0.019167343,-0.018537734,0.000130338,0.011404176,-0.032739863,0.015202695,0.000725096,0.013079071,0.008249562,0.00475656,1,1_0052.jpg
0.00439651,-0.00479044,-0.019597033,6.56E-05,-0.008719138,0.009045985,-0.003187605,0.015116137,0.000204756,0.008256952,1,1_0053.jpg
0.035630975,-0.022602066,-0.006662834,0.01103455,-0.014243595,0.006418926,0.004763211,0.00920675,0.011354782,0.000982773,1,1_0054.jpg
0.03462662,-0.022885373,0.001296644,0.020804007,-0.025538357,0.009067493,0.002321688,0.010491861,0.006853883,-0.000422287,1,1_0055.jpg
0.051728882,-0.022928936,-0.000121393,0.024506541,0.001517999,0.031994727,0.009748162,0.005595444,-0.007346059,0.005469119,1,1_0056.jpg
0.04755859,-0.035280123,-0.001431079,0.016862817,-0.026629606,0.013998834,-0.000178326,0.000665852,0.00878439,0.001664891,1,1_0057.jpg
0.029018054,-0.012385428,-0.008478506,0.012957437,-0.00958075,-0.013475053,0.011586467,-0.003740763,0.004647864,0.004387206,1,1_0058.jpg
0.033140812,-0.016329883,0.003110768,-0.00342787,0.003466959,0.0063192,-0.0001871,0.02561521,-0.016289582,-0.000543267,1,1_0059.jpg
0.000305772,-0.003898365,-0.016455654,0.005461155,-0.02201483,-0.004257908,0.002234569,0.003198905,0.000464207,-0.001850228,1,1_0060.jpg
0.004944802,0.000671985,-0.007080913,0.009025274,0.000157387,-0.012513972,-0.001287039,0.010184608,0.002469359,0.00234636,1,1_0061.jpg
0.019011015,0.015869679,-0.002758059,0.011559602,0.002180384,-0.019379344,0.015195327,0.009856832,-0.003251633,0.004962911,1,1_0062.jpg
0.016305873,-0.001100348,-0.013867558,0.004753099,-0.017001884,0.00995485,0.007713359,0.016648619,-0.008857336,0.002525283,1,1_0063.jpg
0.046762083,-0.03284807,0.005145239,0.014429511,-0.020712743,-0.013403639,0.00847874,-0.00249018,0.02686991,0.013394432,1,1_0064.jpg
0.026143212,-0.003671622,-0.009443625,0.006233928,0.009562988,0.004758379,0.008919054,0.014665452,0.002625483,0.001824119,1,1_0065.jpg
0.023004074,-0.004929985,-0.009625186,0.015136383,-0.023025434,0.008123503,0.00800779,0.013463558,0.003804628,0.00052192,1,1_0066.jpg
0.03549997,-0.028113645,-0.006023763,0.011647411,0.003546473,-0.018983338,0.005482623,-0.012597343,-0.003236679,0.009281695,1,1_0067.jpg
0.07259474,-0.05927344,0.009169029,0.027308716,-0.026888808,0.022983875,-0.007892931,-0.004758255,0.028732752,0.010787664,1,1_0068.jpg
0.06493376,-0.045982905,0.013406486,0.026748743,-0.024866981,0.02222189,-0.004353589,0.005057053,0.017913718,0.006114648,1,1_0069.jpg
0.0302201,-0.02413209,-0.027562002,-0.001996248,-0.000684454,-0.011610375,0.002742279,-0.016760187,-0.002665022,0.022312582,1,1_0070.jpg
0.037940968,-0.009775838,-0.007847626,0.011535762,0.010899469,-0.003279806,0.011342039,0.006026362,0.000689696,0.011135142,1,1_0071.jpg
0.06900877,-0.047832176,0.005820931,0.024624923,-0.018500514,0.033658467,-0.001093571,0.007559496,0.011855667,0.010451599,1,1_0072.jpg
0.030308748,-0.009976995,0.013078659,0.044022724,-0.019685943,-0.03067186,0.016648635,-0.0282016,0.002127796,0.021782104,1,1_0073.jpg
0.042165156,-0.010664723,0.007748839,0.039499585,-0.016704425,-0.01428667,0.022080619,-0.009903034,0.021043656,0.021177806,1,1_0074.jpg
0.06878049,-0.04877738,0.013619723,0.025691994,-0.021684859,0.029654127,-0.00237571,0.008843287,0.012763904,0.007938529,1,1_0075.jpg
0.033426266,-0.006859633,-0.006795758,0.000899656,0.00702261,-0.013521544,0.010275888,0.017052643,0.005515388,0.012736852,1,1_0076.jpg
0.016974548,0.003219572,-0.013364727,0.020976748,0.00041029,-0.018726852,0.017299695,-0.002943822,-0.003339738,0.010902124,1,1_0077.jpg
0.0517942,-0.035600264,0.000566802,0.021688655,-0.017824652,0.01631989,0.002224729,-0.006622933,0.008394481,0.002530524,1,1_0078.jpg
0.025276119,-0.009921275,-0.01591917,0.005667931,-0.008826404,0.003387749,0.008126065,0.002236696,0.006685793,0.002621938,1,1_0079.jpg
0.008714501,-0.002342178,-0.008011959,0.013275819,-0.02299359,0.016020253,0.005018248,0.009998471,0.010501895,-0.001935081,1,1_0080.jpg
0.03222566,-0.018436652,-0.008018533,0.008724351,-0.01735256,0.01944654,-0.001456389,0.014439881,0.014497046,0.006102368,1,1_0081.jpg
0.023124296,-0.018110223,0.001510308,0.026897589,-0.027677132,0.016100327,0.003820239,-0.004782369,0.002870655,-0.002870141,1,1_0082.jpg
0.03379545,-0.021941248,-0.010160187,0.009207429,-0.009767201,0.01608783,0.006369559,0.002733263,0.008270061,0.000645388,1,1_0083.jpg
0.021616371,-0.003950508,-0.007856623,0.01648306,0.000726998,-0.004903012,0.009801365,0.010900905,0.005631702,0.00123396,1,1_0084.jpg
0.027187834,-0.021525089,-0.005385399,0.010767609,-0.013290061,0.006068122,0.006353492,0.005612655,0.001170951,-0.002028732,1,1_0085.jpg
0.013362181,-0.014840937,-0.00728743,0.008308986,0.00255933,-0.016542053,0.000351179,-0.004852462,-0.004067244,-0.010048147,1,1_0086.jpg
0.030932555,-0.019007325,-0.000354872,0.018524012,-0.02983454,0.014460238,0.004002114,0.012354884,0.007414565,-0.003214311,1,1_0087.jpg
0.001790651,0.002271191,-0.016079284,-0.005521078,-0.012779621,-0.008239613,0.003599726,0.003236026,-0.005286788,0.015072302,1,1_0088.jpg
0.008145219,-0.004358667,-0.014292065,0.001788488,-0.022896849,0.005516258,0.004601609,0.009056036,0.008301944,-0.000634163,1,1_0089.jpg
0.000580483,-0.001988106,-0.013525454,0.006973721,-0.010368816,-0.037617516,0.013761431,-0.007526443,-0.0015866,0.018869733,1,1_0090.jpg
0.021864949,-0.011239396,-0.004210534,0.016661227,-0.015527113,-0.016680544,0.010096854,-0.005780032,0.001217207,0.003480403,1,1_0091.jpg
0.003072098,0.010550803,0.00475446,0.014842577,-0.005674253,-0.027077194,0.010204412,0.011024751,-0.014560869,-0.00179663,1,1_0092.jpg
0.016707297,-0.007107686,0.00071191,0.017800193,-0.037553962,0.00829599,0.002601931,0.009627645,-0.006453586,-0.002845162,1,1_0093.jpg
0.037071235,-0.003539699,0.000347406,0.017038798,0.002815763,0.014613471,0.01404955,0.013329349,-0.014537169,0.003470284,1,1_0094.jpg
0.015437681,-0.016564218,-0.010365114,-0.004329828,-0.018291788,-0.005670131,0.001821144,0.002692473,-0.000477186,-0.005583297,1,1_0095.jpg
0.03601152,-0.019457141,-0.003621689,0.016599638,-0.028238844,0.018951781,0.007856857,0.017146567,0.00937805,-0.000742109,1,1_0096.jpg
0.017311549,-0.010133775,-0.012374623,0.010745888,-0.03393402,0.004247282,0.005913059,0.008077955,0.006334701,0.001569244,1,1_0097.jpg
0.028510623,-0.018769585,-0.015069973,0.010107388,-0.015808305,-0.001112259,0.004701213,-0.001837948,0.006035783,0.017187344,1,1_0098.jpg
0.028490676,-0.016388709,-0.010447042,0.012991568,-0.010759873,-0.009462372,0.005300754,-0.008937446,0.008043087,0.006677749,1,1_0099.jpg
0.004364034,-0.004385634,-0.012110393,0.006827481,-0.029773235,0.012621521,0.001070812,0.006762697,0.005385822,0.004092896,1,1_0100.jpg
0.00870763,0.012421036,-0.010529361,0.009878363,0.001287992,0.002519971,0.008016586,0.017094756,0.004023163,0.001534043,1,1_0101.jpg
0.01991266,-0.015073013,0.011339511,0.03303747,0.002546173,-0.027496036,0.00780413,-0.018702539,-0.001567987,-0.000969962,1,1_0102.jpg
0.006641454,-0.007950186,0.017167848,0.04369724,-0.035166755,0.009497697,0.00663434,-0.008370793,0.005586232,-0.005502528,1,1_0103.jpg
-0.003679517,0.004895567,-0.01239741,0.017571758,-0.021470845,0.001328286,0.007333302,-0.0002594,0.00667706,0.012445359,1,1_0104.jpg
0.007031877,-0.007240243,-0.02924309,-0.005490345,-0.03373018,0.017074034,0.000400399,-0.000487253,0.012763413,0.002354648,1,1_0105.jpg
0.031725235,-0.020066792,-0.016757065,0.00308549,-0.008990514,0.000174891,0.001651929,0.008397381,0.005788803,0.000686733,1,1_0106.jpg
0.001546444,0.000729941,-0.020463921,-0.000160318,-0.023061309,0.01007527,0.004008476,0.005590241,-0.000766453,-0.000289962,1,1_0107.jpg
0.021553865,-0.009949118,-0.005480696,0.003726143,0.013704781,0.006411714,0.004093451,0.013778576,0.004563992,0.010798107,1,1_0108.jpg
0.035688348,-0.003431744,-0.009072411,-0.001105263,-0.012940426,-0.019980695,0.013593788,-0.009314623,0.0063198,0.009114957,1,1_0109.jpg
0.045073744,-0.040169552,0.014520731,0.026076464,-0.01660869,0.02323555,-0.001598397,0.014298317,0.004884185,-0.006877111,1,1_0110.jpg
0.001316112,-0.003038666,-0.00992443,0.007808647,-0.052393198,0.015693434,0.004659837,0.002155453,-0.001663568,-0.007807192,1,1_0111.jpg
0.024793226,-0.029204754,0.014861994,0.021425065,-0.02563292,-0.021423768,-0.006670498,0.009603054,-0.001820099,-0.02329792,1,1_0112.jpg
0.007797819,-0.002236915,-0.01804986,0.010610333,-0.032502364,-0.001408839,0.009418923,-0.000902272,0.00509054,0.007680511,1,1_0113.jpg
0.01837568,-0.003103163,-0.019970573,0.012552358,-0.00625084,-0.04873496,0.018517634,-0.01999518,0.000682177,0.018211879,1,1_0114.jpg
0.04030699,-0.02904056,0.01046842,0.0247642,0.001363126,0.005354921,0.001172703,0.001724603,0.001881202,-0.000518576,1,1_0115.jpg
0.007358407,-0.003253234,-0.024551975,0.000148925,-0.014535899,-0.005132559,0.001123212,0.001530679,0.005705498,0.009525743,1,1_0116.jpg
0.039545815,-0.029659802,0.001646963,0.016133381,-0.02138806,0.025370222,-0.002431579,0.010628712,0.007900763,-0.003595022,1,1_0117.jpg
0.036299676,-0.025466383,-0.012941548,0.002727735,-0.021726735,0.006251847,-0.002055918,0.012068273,0.012390542,0.00652052,1,1_0118.jpg
0.021782214,-0.01351612,-0.003453112,0.021535914,-0.021274207,0.015632588,0.006693067,-0.006423539,-0.005998664,-0.000904299,1,1_0119.jpg
0.029836522,-0.02214276,-0.004262097,0.013819292,-0.022538217,0.008297415,0.001403687,0.008588814,0.004493523,-0.000904293,1,1_0120.jpg
0.034246083,-0.012816586,-0.011897838,0.013872636,-0.00886333,0.000563084,0.009244517,0.008668344,0.007808495,0.01335665,1,1_0121.jpg
0.006288386,0.004758746,0.002096498,0.012763523,-0.014617709,-0.001566585,0.001815668,-0.021051764,-0.010143878,-0.00927748,1,1_0122.jpg
0.05590035,-0.013544756,0.015513466,-0.014120172,0.009102488,-0.004675718,-0.011759796,-0.013626871,0.0043444,-0.024369346,1,1_0123.jpg
0.039476145,-0.024458826,-0.002519208,0.00313661,0.003770676,-0.000698554,0.006764138,0.002928879,0.013376311,-0.01765015,1,1_0124.jpg
0.057933815,-0.039986845,0.007274883,0.005754834,0.008785727,0.000737859,0.002479309,-0.004029964,0.010984459,-0.010750993,1,1_0125.jpg
0.044691462,-0.004444143,0.011121098,0.027822837,0.006537745,-0.004750266,0.024136636,0.006770724,0.003953759,-0.001013352,1,1_0126.jpg
0.046840936,0.008984929,0.014700161,0.022273093,-0.018849092,0.002301231,0.016465086,0.013730341,0.006288806,0.019054638,1,1_0127.jpg
0.022112666,-0.006203204,-0.027329275,-0.006274522,-0.001652771,-0.02948893,0.009282507,-0.006762667,0.003903714,0.012817424,1,1_0128.jpg
0.002332865,-0.000479381,-0.015807386,0.000300446,-0.01025686,-0.009321562,0.005592902,-0.006936912,-0.006602697,-0.00406065,1,1_0129.jpg
0.042648356,-0.003251329,-0.001808056,-0.002004808,2.45E-05,-0.013294789,-0.004604545,-0.028579,0.013684705,-0.003645152,1,1_0130.jpg
0.042289108,-0.012990168,0.002480643,-0.010842192,0.002449835,0.000405762,-0.007927513,-0.007662776,0.005401271,-0.017367186,1,1_0131.jpg
0.02397802,0.01714305,0.000816148,0.023607591,-0.003020464,-0.01859887,0.0237744,0.023337776,-0.000969905,0.011626405,1,1_0132.jpg
0.047281265,-0.011435607,-0.013392342,0.013996111,0.005648438,-0.03495285,0.02407854,-0.011128498,0.010298279,0.009663424,1,1_0133.jpg
0.025882227,-0.021343086,-0.014834625,0.00919857,-0.021085305,-0.00579608,0.002512216,-0.007488093,0.006277884,0.009596567,1,1_0134.jpg
0.050118927,-0.006596121,0.015029998,-0.01688846,0.002774015,0.000792469,-0.015602188,-0.005048713,0.000526395,-0.011161136,1,1_0135.jpg
-0.012582012,0.008572473,-0.023163699,-0.001995849,-0.006784797,-0.001875999,0.004042813,-0.004255048,0.012345215,0.013584464,1,1_0136.jpg
0.024574367,-0.008804893,0.009823807,0.039855387,-0.018250948,0.005764679,0.010694682,-0.001765572,0.012563018,0.001872542,1,1_0137.jpg
0.051451504,-0.014174581,0.017040584,0.002941168,-0.001181486,0.00915335,-0.010870042,-0.004956611,0.003358305,-0.012035187,1,1_0138.jpg
0.0648461,-0.033545017,0.004170912,-0.003633262,0.004047243,-0.011028899,0.000552304,-0.015678287,0.011323892,-0.000917792,1,1_0139.jpg
0.033691417,-0.015915237,0.020983424,0.012827639,-0.00285581,-0.00244329,-0.003677743,0.002594336,0.006845297,-7.97E-05,1,1_0140.jpg
0.052571744,-0.016784089,-0.018513149,0.009067577,-0.002912076,-0.042743962,0.01730694,-0.03575444,0.007605015,0.031318333,1,1_0141.jpg
0.06399625,0.012716752,0.01901712,-0.002598082,-0.019309886,-0.01733797,-0.018699432,-0.044380322,0.004468591,0.007024004,1,1_0142.jpg
0.057819158,-0.036046803,-0.001153298,0.014164286,-0.003345434,-0.024746804,0.007271604,-0.006335422,0.000925058,0.023257082,1,1_0143.jpg
0.05356399,-0.0209429,0.000875865,0.007501907,0.001681759,-0.005075048,0.008989144,0.007583996,-0.004307719,0.027889524,1,1_0144.jpg
0.06903749,-0.040129945,-0.007919257,-0.000592088,0.019709429,0.000498472,0.004159796,-0.009654372,-0.009104102,0.013075816,1,1_0145.jpg
0.035687912,-0.009845709,0.001141242,0.005466722,-0.005407489,0.007637098,-0.001343082,0.007272463,0.001761887,-0.016537447,1,1_0146.jpg
0.04540831,-0.005352375,0.003498257,-0.000673344,-0.003162054,0.009621142,-0.008254531,0.003314755,0.003875507,-0.008668919,1,1_0147.jpg
0.03900269,-0.015831036,0.00380646,0.008542601,0.006600121,0.002650356,0.002180881,0.006278574,-0.000207322,-0.012150109,1,1_0148.jpg
0.042303625,0.015136644,-0.000776181,0.026069436,-0.005424041,-0.020282252,0.032433443,0.006291237,0.005435934,0.026952667,1,1_0149.jpg
0.04260736,0.023571227,-0.004465926,-0.027413197,0.011941145,0.005915438,-0.025306748,-0.007062165,-0.001496635,-0.001421395,1,1_0150.jpg
0.035381198,-0.012833272,-0.011829909,0.008106007,0.016463585,0.000270899,0.005796775,-0.00567207,-0.005619336,-0.000333509,1,1_0151.jpg
0.044876155,-0.016510285,-0.022279905,-0.003151827,0.014882752,-0.021869853,0.01171298,-0.009865956,0.0042719,0.003962314,1,1_0152.jpg
0.04945947,-0.04088781,0.007241582,0.014496553,0.008184122,0.021737544,-0.001074362,-0.00027006,0.006265335,-0.010132634,1,1_0153.jpg
0.06144983,-0.009757058,0.0235398,-0.007433061,0.000902139,0.012827071,-0.01945564,-0.025940483,0.004348246,0.001263333,1,1_0154.jpg
0.058948763,-0.041913126,0.005229917,0.003772602,0.01536334,0.016071,-0.002029658,0.011147059,0.005098939,0.000936428,1,1_0155.jpg
0.042084675,-0.027884498,-0.003439304,-0.00396206,0.013949418,-0.004906938,0.000284976,0.007875891,0.003636199,-0.012795759,1,1_0156.jpg
0.03894986,-0.006384151,0.003916831,-0.011184103,0.006894282,-0.017709244,-0.011560719,-0.010342852,-0.003586174,-0.009557117,1,1_0157.jpg
0.05735622,-0.029529653,-0.001295331,0.000288831,0.011628212,-0.008099292,0.003817817,-0.000271262,0.004556747,-0.002817784,1,1_0158.jpg
0.04121856,-0.019323885,-0.00069128,0.002401087,-0.006836627,-0.01382258,-0.004913451,-0.009106278,0.004590175,0.001563064,1,1_0159.jpg
0.049048036,-0.024302438,-0.003254711,0.008337813,0.003709447,-0.006369401,0.005649978,-0.00711939,0.005208988,-0.016878631,1,1_0160.jpg
0.05331681,-0.027049478,0.001727658,0.008388961,-0.013328695,0.003826217,-0.000358845,0.002064943,0.018502345,-0.001314413,1,1_0161.jpg
0.028174227,-0.027848193,-0.000651403,-0.014819614,0.023076816,-0.003953493,-0.009087849,0.009718126,-0.018637856,0.015222478,1,1_0162.jpg
0.011368203,0.012536814,0.01290973,0.00580642,-0.000783815,-0.030931907,-0.004078123,0.000918872,-0.005826722,-0.005554913,1,1_0163.jpg
0.054604452,-0.03413791,0.003764242,0.004523548,-0.013379533,-0.018785598,0.007250408,-0.010590691,0.019984208,0.015665311,1,1_0164.jpg
0.056027412,-0.044874486,0.007764483,0.008383089,-0.012410483,-0.011477246,-0.00326227,-0.006640462,0.022549681,0.007535336,1,1_0165.jpg
0.049509276,-0.020482188,-0.001741005,0.011689849,0.010804766,0.015305049,0.008891775,0.004553222,-0.006231304,0.011795846,1,1_0166.jpg
0.04979333,-0.003667048,0.005579062,0.004667493,-0.017777957,-0.0011312,-0.002401188,-0.008561985,-0.000253833,-0.005317365,1,1_0167.jpg
0.042078014,-0.016595656,0.014187899,-0.007242144,-0.004795752,-0.009704164,-0.012489817,-0.005818868,0.001798807,-0.00863717,1,1_0168.jpg
0.024225464,-0.033261918,0.004027821,-0.017250143,0.015938168,0.009906005,-0.015612301,0.015191583,-0.031633154,-0.0114956,1,1_0169.jpg
0.0340322,-0.012948322,-0.017627291,-0.00240255,0.016835408,0.004992814,-0.00150944,0.000963477,-0.003242642,-0.000625948,1,1_0170.jpg
0.052633677,-0.024762306,-0.017220687,-0.008976066,0.027006451,-0.005172681,0.006608358,-0.006983959,-0.003629482,-0.007286614,1,1_0171.jpg
0.040764738,-0.018437535,-0.010328034,-0.001330704,0.017264064,-0.01574174,0.004381445,-0.012530604,0.002422555,-0.008598129,1,1_0172.jpg
0.036522884,-0.012703245,-0.000768765,-0.004997603,0.010530978,-0.002754512,0.001382454,0.01386213,-0.001028299,-0.012526954,1,1_0173.jpg
0.043743193,-0.012456556,0.008026309,-0.008218558,-0.007012213,-0.013877938,-0.015414583,-0.018342795,0.001761899,-0.00947944,1,1_0174.jpg
0.045435105,0.001583966,0.019478356,0.039318454,-0.011929961,-0.009828358,0.023946911,0.016097354,0.006394058,0.013315077,1,1_0175.jpg
0.02486961,0.0339532,0.018240007,0.012413727,-0.002389426,-0.00034774,0.017988017,0.004431517,-0.011581426,-0.004675009,1,1_0176.jpg
0.042601254,-0.018690212,3.57E-05,0.014289998,-0.003564906,-0.002888351,0.005201909,0.008035705,0.004997535,-0.010066086,1,1_0177.jpg
0.04917188,-0.002325142,0.000675459,-0.028743869,0.014141317,-0.000753748,-0.015371362,-0.0075427,0.001967206,-0.020564983,1,1_0178.jpg
0.026474208,0.018557651,-0.000273519,0.021659449,0.008300173,-0.019115943,0.027010564,0.014695703,0.011361113,0.012808585,1,1_0179.jpg
0.004027405,0.001983144,-0.036844578,-0.009609779,0.002778427,-0.012577909,0.00189767,-0.009056143,-0.000462986,0.005824326,1,1_0180.jpg
0.031478267,0.020675419,-0.000589479,0.027626729,0.013279193,-0.011261214,0.02822624,0.01417803,-0.004524904,0.005137762,1,1_0181.jpg
0.002384951,0.032713618,0.024613498,0.032054186,-0.023700403,-0.008787938,0.008747806,-0.004798275,-0.014535655,-0.003129648,1,1_0182.jpg
0.0296408,0.03799993,0.025635632,0.001521828,-0.009137483,-0.001921632,-0.008559148,0.005576261,-0.002512836,-0.000970095,1,1_0183.jpg
0.020638835,-0.025396101,0.009339951,0.010454709,-0.005304942,-0.017731875,-0.001147919,0.001829528,-0.007446682,0.000683119,1,1_0184.jpg
