V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,Class
0.26636177,0.39131087,0.20221864,0.23225728,0.63800937,0.7258504,0.20809601,0.3009156,0.20920913,0.51721865,0.18184409,0.20061943,0.597019,0.7174875,0.20248684,0.2464772,0.27292612,0.6193017,0.18971212,0.21357697,0.4805437,0.5947454,0.1928945,0.24479195,0.21309975,0.37710994,0.17809142,0.19215685,0.36293694,0.5124768,0.1915024,0.24159509,0.22308846,0.47396928,0.17265555,0.2506237,0.3283716,0.5273692,0.17657693,0.30258814,0.18407929,0.5560124,0.15284897,0.21746476,0.49111208,0.7974016,0.15932271,0.24961029,1
0.28678936,0.37595963,0.1526052,0.24323046,0.4315954,0.43328577,0.16353053,0.27710298,0.17234507,0.383521,0.11802118,0.18931259,0.33857167,0.3846288,0.15166473,0.24179535,0.17184623,0.38081786,0.11052554,0.20058127,0.26710817,0.41271937,0.11619627,0.18250746,0.13151942,0.29489097,0.08266217,0.17393762,0.22716622,0.4702271,0.09114702,0.14130093,0.12192622,0.39180613,0.068470664,0.17804073,0.14513187,0.3798754,0.06747631,0.17434339,0.116657056,0.49582848,0.053756773,0.11558322,0.24981247,0.5843043,0.053214535,0.11657283,1
0.27183005,0.31615672,0.27914292,0.2810203,0.4352868,0.40748045,0.21676387,0.2983341,0.23516552,0.3625742,0.23214257,0.19725168,0.3880775,0.30070144,0.24482164,0.22112542,0.30436978,0.4150498,0.23714176,0.2210193,0.33530104,0.34168768,0.2503197,0.2382564,0.2878726,0.37682393,0.19961266,0.2186459,0.28293398,0.3689744,0.19703616,0.19341561,0.24332616,0.44965434,0.12714782,0.19300584,0.16260476,0.2685177,0.12739761,0.20616533,0.16710506,0.49712148,0.08038626,0.11938113,0.21246764,0.35553384,0.079137474,0.12022475,1
0.29418778,0.36317527,0.22575279,0.29887298,0.48052853,0.49096072,0.16719757,0.26742476,0.19934209,0.39458364,0.17794248,0.2620803,0.3334663,0.37736994,0.1377748,0.19514376,0.20314164,0.4232425,0.16614303,0.25871512,0.2564029,0.38231406,0.1310767,0.2129093,0.16502565,0.33833063,0.12397626,0.23564517,0.19723539,0.40425268,0.10663202,0.20063962,0.12782845,0.39908123,0.072830066,0.17419887,0.13786061,0.367393,0.077354476,0.2089478,0.11725174,0.5065577,0.05653124,0.11494992,0.23926446,0.56006515,0.056824587,0.11869527,1
0.14887208,0.13615888,0.265805,0.21719365,0.61598134,0.5729565,0.3215828,0.34796667,0.16777055,0.21266535,0.2924302,0.24012193,0.5942843,0.36022514,0.3363282,0.28764698,0.24631354,0.30336383,0.2989173,0.24311861,0.49043384,0.35178345,0.34095132,0.2859113,0.24542806,0.24627027,0.28158122,0.26815796,0.39831054,0.38354927,0.31526014,0.28853738,0.21125929,0.28403902,0.18347083,0.23763992,0.21608974,0.28113073,0.19677415,0.28183362,0.14439799,0.2918409,0.11087793,0.14659102,0.29326963,0.38437542,0.10899544,0.15339023,1
0.33409825,0.34422627,0.3458512,0.33961692,0.63876396,0.58069676,0.26824906,0.29847494,0.24434628,0.37771088,0.3102727,0.29109213,0.64117134,0.5212012,0.28669074,0.28203604,0.23445024,0.37963057,0.2606133,0.25856847,0.41505027,0.39694113,0.25789413,0.29713973,0.15589969,0.28195015,0.178048,0.20973998,0.33528927,0.40427527,0.16568662,0.22088337,0.12581514,0.34895805,0.09505412,0.16574432,0.17772776,0.29120252,0.09956389,0.20984332,0.10716207,0.44282168,0.06590676,0.11773786,0.2660017,0.41754282,0.06661065,0.12245465,1
0.14036581,0.16689913,0.23519665,0.2385115,0.52727395,0.4559244,0.220545,0.28516206,0.12995242,0.1650914,0.24613938,0.2594401,0.4956133,0.30350783,0.26745358,0.2515691,0.17118555,0.19322786,0.27079114,0.2459263,0.49894804,0.40159988,0.25898072,0.21456036,0.1828138,0.17818515,0.22343709,0.1977174,0.37786114,0.33610332,0.22971652,0.1903011,0.14617816,0.2003167,0.14254345,0.18982002,0.21023455,0.23356174,0.13696992,0.18621133,0.10357467,0.22675386,0.083665736,0.11122306,0.24636629,0.26063094,0.080771975,0.107226335,1
0.14819424,0.17018318,0.2365471,0.22934462,0.5195067,0.42278978,0.25304934,0.25784102,0.16601199,0.20755085,0.23626514,0.18555328,0.5348154,0.27135617,0.2860267,0.21106723,0.22553866,0.256747,0.2781088,0.19908428,0.53653616,0.36106008,0.2997401,0.21819164,0.23736265,0.24015479,0.2632416,0.21125673,0.41400653,0.3373195,0.3013154,0.23408,0.22354554,0.32814547,0.1807928,0.21436027,0.23744343,0.2769059,0.1931833,0.25850445,0.14466482,0.32248944,0.105430625,0.13132872,0.30008414,0.3493534,0.10302716,0.13177875,1
0.18378523,0.2529065,0.16014907,0.16893426,0.47859198,0.41134351,0.2180043,0.36358455,0.14841738,0.30813062,0.15884046,0.17733003,0.3916618,0.30694604,0.23095389,0.3050045,0.1763942,0.33972389,0.16573042,0.1892965,0.3299113,0.31919247,0.23862602,0.33434328,0.14139897,0.24375717,0.14017417,0.16282633,0.2749797,0.36201727,0.18036284,0.2385539,0.12928729,0.32602164,0.10466064,0.18461457,0.1652352,0.30197436,0.1132619,0.22200975,0.11636091,0.4344563,0.070753954,0.121783,0.2390695,0.42282358,0.07081782,0.12195174,1
0.1776013,0.14331207,0.35533077,0.24504766,0.24799153,0.2068048,0.26634246,0.22172385,0.16556114,0.1296523,0.36067435,0.21032828,0.26740816,0.15441754,0.35294545,0.22812241,0.19532147,0.11256658,0.39636907,0.2215611,0.25400797,0.19499567,0.4093096,0.24847454,0.18076871,0.101802565,0.35768747,0.21615802,0.23102494,0.24052848,0.3812132,0.23925549,0.15875539,0.162901,0.21759403,0.18922004,0.1287989,0.20860799,0.21820234,0.21315686,0.09205498,0.2091681,0.104467764,0.10684538,0.20561838,0.30275515,0.1003101,0.102264866,1
0.2881452,0.295435,0.388275,0.3516773,0.78972894,0.61044645,0.33211017,0.36774218,0.2482936,0.3450681,0.32291216,0.26425254,0.71023023,0.5118082,0.2693485,0.23075347,0.3382524,0.43438515,0.3115412,0.2649742,0.5220526,0.41864225,0.2627689,0.24387002,0.26923203,0.33157858,0.26728958,0.27447253,0.41806793,0.45910934,0.22271919,0.22351104,0.2247928,0.37679547,0.16307072,0.23929632,0.21935719,0.31527513,0.1409753,0.20334502,0.17876464,0.46715736,0.096056595,0.12981597,0.29598543,0.41751686,0.09336111,0.12574515,1
0.20663439,0.22610962,0.30915868,0.28703967,0.43550304,0.2972608,0.27137417,0.24748608,0.19415943,0.2546339,0.28319243,0.19758955,0.4952445,0.28248593,0.30722433,0.22509915,0.26692474,0.3493516,0.31989852,0.25567293,0.3830844,0.25218147,0.34658137,0.2964332,0.22471298,0.25643367,0.2791706,0.24103834,0.35999703,0.34158498,0.32245243,0.3033344,0.20067038,0.3370497,0.19559106,0.2653586,0.20229846,0.257455,0.20285241,0.29257974,0.15078047,0.3957945,0.12005006,0.1763657,0.26717576,0.32426298,0.11728662,0.17276664,1
0.27352095,0.3513812,0.28261065,0.20820919,0.5681703,0.48194543,0.18382671,0.15482819,0.181959,0.31041205,0.24049354,0.15224211,0.45214075,0.3152396,0.20207135,0.14213842,0.23832883,0.34531832,0.30499563,0.20947197,0.4239945,0.37282318,0.25636005,0.17992878,0.22600302,0.27570742,0.28001428,0.20840974,0.33994097,0.40836295,0.25488278,0.17274025,0.20765424,0.3687342,0.20238411,0.22535485,0.22185498,0.40941787,0.18635401,0.21379672,0.1604157,0.49667978,0.11679954,0.14745305,0.33537608,0.60150474,0.1150538,0.14466387,1
0.22648428,0.31944245,0.1024461,0.13029946,0.4632138,0.481975,0.2118338,0.3693401,0.121491805,0.3200165,0.083863124,0.10144171,0.37325,0.38756338,0.20012365,0.32988992,0.11890304,0.31785128,0.07665283,0.101127625,0.27976683,0.42008194,0.15528934,0.2718395,0.0888042,0.24129768,0.056700394,0.07127273,0.24481353,0.43843257,0.1295424,0.26524422,0.07650779,0.31844065,0.05455859,0.10877612,0.16727798,0.369104,0.07981773,0.22986384,0.08786954,0.43726957,0.050957173,0.102028556,0.2564765,0.53255403,0.050949186,0.10327089,1
0.14099902,0.20808691,0.1534257,0.22196127,0.46944115,0.38513666,0.1727517,0.3078776,0.09423524,0.206867,0.124745205,0.13356139,0.41835225,0.31343985,0.1341814,0.1291681,0.11600347,0.20974804,0.15975288,0.17230669,0.3518017,0.35255137,0.16464347,0.15122952,0.11683581,0.18458399,0.14707944,0.13620293,0.31507695,0.3751579,0.1755842,0.16600056,0.1227965,0.30005592,0.11417376,0.17634247,0.16937049,0.2633097,0.11965539,0.24798498,0.10347793,0.3784241,0.07992107,0.1388517,0.25315896,0.37447208,0.07760322,0.13784397,1
0.24219944,0.30784175,0.10581278,0.11765302,0.42263672,0.4570845,0.22447304,0.37491482,0.14557318,0.3314718,0.09311992,0.11088397,0.3279874,0.3660218,0.19683203,0.29574832,0.15320711,0.3421219,0.084829725,0.10599999,0.28490484,0.4277163,0.16866964,0.25766766,0.11295739,0.25184596,0.06553023,0.10671729,0.22420153,0.4635768,0.15805402,0.3280705,0.110349156,0.351241,0.06987843,0.16245946,0.15904939,0.42592782,0.09729797,0.27555424,0.10160734,0.43752584,0.063239634,0.12990774,0.28037933,0.6641376,0.06275347,0.13363717,1
0.19392942,0.23667513,0.33758995,0.34175983,0.61685526,0.55989105,0.29756176,0.35112974,0.17913423,0.25525773,0.28007445,0.23404345,0.601888,0.44228587,0.3211717,0.26697466,0.2418667,0.31470668,0.3055563,0.25310192,0.53543794,0.45511714,0.31206053,0.2635726,0.2811597,0.34248585,0.2478448,0.21869557,0.43540838,0.43639612,0.28468505,0.26632187,0.23015296,0.33966488,0.18827902,0.24910125,0.25933287,0.31878892,0.20107275,0.31240624,0.16766083,0.34489027,0.1154318,0.15467368,0.31107956,0.36089063,0.12013318,0.1779859,1
0.1518615,0.1970098,0.25988993,0.27494353,0.6231047,0.56410795,0.2762276,0.2927038,0.14225027,0.23078428,0.24114445,0.19660047,0.554056,0.37502137,0.26634315,0.21335863,0.18741655,0.22791642,0.26304215,0.22208345,0.52729,0.4506095,0.28814444,0.23568274,0.2762039,0.3150266,0.2324273,0.19614105,0.42292944,0.41826683,0.26929092,0.24713746,0.2154052,0.29683706,0.17282903,0.2306237,0.25593975,0.31144315,0.18617246,0.28052062,0.18506971,0.35494602,0.11549552,0.16289824,0.30197895,0.3411897,0.11667961,0.17072086,1
0.17435795,0.2558642,0.16069931,0.18095158,0.5727905,0.62944317,0.14916399,0.20634134,0.13563988,0.3173283,0.15546176,0.16657361,0.49680611,0.43858278,0.14747435,0.15737218,0.14715983,0.30545795,0.15666817,0.16249311,0.3654999,0.39956942,0.16079658,0.17543218,0.13081574,0.2432028,0.1468677,0.1945646,0.32796603,0.4272491,0.16816603,0.22486512,0.11731783,0.31990924,0.10633374,0.19378437,0.1810194,0.31192404,0.12261073,0.28511125,0.10530563,0.40684026,0.07539817,0.12961376,0.26306546,0.4236646,0.0744338,0.13479145,1
0.13752203,0.19969018,0.1284785,0.12584554,0.5867344,0.71523833,0.17204732,0.24539834,0.10164066,0.22754706,0.12866421,0.112840615,0.4560314,0.37003556,0.15921077,0.18092886,0.121122025,0.23957106,0.14217937,0.11315168,0.3552183,0.36295798,0.1753854,0.19436671,0.111637674,0.19775105,0.13877855,0.1397121,0.29265323,0.37632862,0.16926435,0.2354843,0.10560908,0.28029042,0.09750659,0.16226022,0.1662507,0.29367948,0.12079871,0.3035171,0.097612604,0.37046352,0.06991527,0.12424808,0.24095213,0.40417096,0.073167354,0.15231834,1
0.28028968,0.3600391,0.38755575,0.33873484,0.6416384,0.409996,0.27297413,0.28456542,0.2246434,0.34277108,0.373663,0.29507512,0.613136,0.31086034,0.28183287,0.22609004,0.32991472,0.44951937,0.40126634,0.38322064,0.5506522,0.3749991,0.29155993,0.26283276,0.2896023,0.34545717,0.30525902,0.28345215,0.4344603,0.3946755,0.25624284,0.23180498,0.2311117,0.35550642,0.18845943,0.23194298,0.24007002,0.26790202,0.17480882,0.24225478,0.13647489,0.34158102,0.10716587,0.12573725,0.31178218,0.3435488,0.10681886,0.12973545,1
0.38116503,0.43283668,0.2794261,0.35589954,0.4937877,0.52812487,0.1893882,0.3131602,0.23831202,0.4394326,0.22201888,0.29627302,0.3669107,0.4256164,0.1419195,0.20270965,0.26850817,0.5039732,0.21188828,0.32245454,0.26899958,0.4503071,0.12863182,0.21622641,0.21962023,0.41303983,0.14610724,0.25717452,0.19410911,0.4605503,0.09854536,0.17444521,0.16736822,0.4756611,0.09433379,0.21671738,0.14380915,0.4354414,0.072808795,0.18364775,0.13958271,0.5817168,0.06076868,0.12941314,0.26295358,0.6822858,0.057707697,0.12542617,1
0.21954481,0.20853496,0.369346,0.26558563,0.5792252,0.5781988,0.2914096,0.2644671,0.21839175,0.25251925,0.37033346,0.23518902,0.5659572,0.33925655,0.3427943,0.21349363,0.28513044,0.25956437,0.4763576,0.2896465,0.57991993,0.44280532,0.4100424,0.24188632,0.30719984,0.22903049,0.46582785,0.31329772,0.5073066,0.47478622,0.42790204,0.26655728,0.30758625,0.30953738,0.33688962,0.3060256,0.2866625,0.33977133,0.30912048,0.29911307,0.19623807,0.35638353,0.17700276,0.18338686,0.39483845,0.5012914,0.1701638,0.17559747,1
0.24556339,0.32226592,0.18373397,0.18018553,0.5577565,0.5314705,0.17701568,0.20471752,0.18304415,0.34591377,0.16745166,0.14708357,0.49852625,0.4658354,0.19752815,0.20787394,0.204711,0.38608748,0.18138397,0.1665467,0.40658236,0.46842062,0.20387673,0.23615651,0.17272604,0.3098826,0.14474209,0.12488888,0.3202486,0.44139478,0.17027715,0.20602491,0.14226504,0.39389676,0.102786995,0.15993613,0.1867334,0.35551003,0.10331783,0.18204205,0.12644371,0.5244373,0.07059364,0.10806947,0.2869298,0.5179161,0.06797339,0.107275195,1
0.21879625,0.2799948,0.25762257,0.23459382,0.66347235,0.49719074,0.21379718,0.19638239,0.1986616,0.34482643,0.2378203,0.16509041,0.6840336,0.46158522,0.27515692,0.19489264,0.24936382,0.38118073,0.29376215,0.21508592,0.6728731,0.51289886,0.34207168,0.25418407,0.21966822,0.27210352,0.30299073,0.24044827,0.51415867,0.45814824,0.3201584,0.23313117,0.21382676,0.36816353,0.21246679,0.22824748,0.28173372,0.3490969,0.21317197,0.24167241,0.15868483,0.48876178,0.11972073,0.14526115,0.39506173,0.49946404,0.11885184,0.14725925,1
0.22790389,0.21268532,0.423293,0.37926272,0.5753047,0.40587953,0.35133943,0.35781735,0.26517192,0.32930294,0.43510175,0.32622257,0.6771467,0.4111021,0.41068605,0.33522126,0.44572282,0.5682338,0.517418,0.4088609,0.7020922,0.5568208,0.49830833,0.38102975,0.46968326,0.5137721,0.49961174,0.47696644,0.5894695,0.63565177,0.48066723,0.39531928,0.37242013,0.436183,0.31945327,0.3564977,0.33060566,0.470735,0.30924383,0.3560353,0.21779731,0.40027654,0.17479444,0.19681695,0.48476526,0.7052794,0.17533259,0.20117012,1
0.25748232,0.34210977,0.2983676,0.29732588,0.39136493,0.34756464,0.19365464,0.23658226,0.16468316,0.28511184,0.2828111,0.24503382,0.38408688,0.2947256,0.21173048,0.1880974,0.2375041,0.3676821,0.3217181,0.34053913,0.32625398,0.32644877,0.2526019,0.26809865,0.2177624,0.30888736,0.26222187,0.32342362,0.2507479,0.28490657,0.24271055,0.27159017,0.18857941,0.3945109,0.16466029,0.24998172,0.158741,0.21624339,0.16648059,0.28160647,0.14370777,0.47510216,0.096411884,0.13908833,0.19775636,0.24563646,0.10022988,0.15830752,1
0.1636363,0.25256053,0.26097435,0.31444383,0.48187888,0.49496293,0.1831477,0.22539043,0.13261738,0.28157592,0.23631762,0.27007195,0.478983,0.3700372,0.19381823,0.18937545,0.14202723,0.30024523,0.21002916,0.25513968,0.38301975,0.37826476,0.1610701,0.15694593,0.10371097,0.23258463,0.146371,0.22334218,0.309914,0.4085566,0.11263696,0.11914646,0.09254769,0.32544583,0.08456182,0.16051674,0.166164,0.3103896,0.0761143,0.15020421,0.087838516,0.4251266,0.055853553,0.09638472,0.24686642,0.44921318,0.05577049,0.10001535,1
0.4972826,0.6400266,0.28266445,0.2758516,0.5843341,0.58153355,0.21865697,0.22435006,0.42955232,0.6671666,0.19850242,0.17230126,0.39398238,0.44231713,0.17418933,0.14129627,0.54193515,0.9323934,0.16141872,0.123183176,0.23799439,0.45340127,0.14279628,0.10882993,0.38639024,0.5601963,0.059847772,0.018360512,0.15535417,0.50411034,0.054778297,0.006498553,0.22265145,0.5266817,0.017092882,0.042559616,0.12343093,0.5025015,0.01599279,0.04307885,0.15891503,0.67263967,0.026617529,0.10077632,0.2491252,0.7976856,0.025696887,0.098440856,1
0.319577,0.33385003,0.3840924,0.41158417,0.567349,0.45932433,0.22905536,0.22703974,0.2567131,0.391742,0.38390422,0.36971697,0.5020792,0.37591228,0.3082056,0.25615248,0.32751366,0.45571664,0.35774332,0.37081802,0.46970922,0.44371796,0.36427182,0.32658845,0.29720792,0.3644771,0.31755856,0.34109744,0.37757686,0.45117247,0.3535276,0.3550266,0.2674032,0.43170378,0.22966021,0.33147192,0.22336012,0.33316642,0.23338775,0.34366423,0.17861189,0.47591507,0.13707075,0.20114312,0.33727452,0.48720574,0.1351751,0.20104408,1
0.27216992,0.30222633,0.3848408,0.4035558,0.5102149,0.3943784,0.27850237,0.31295484,0.23653352,0.36162457,0.3196237,0.2968505,0.41592708,0.30527914,0.26281413,0.24937956,0.3176609,0.4648602,0.2921964,0.25795153,0.36434487,0.33394453,0.26605484,0.23489776,0.30046567,0.3866662,0.2624715,0.26795995,0.30064613,0.36938316,0.2414731,0.22695495,0.25178486,0.4018765,0.17178892,0.22565082,0.19400163,0.32982197,0.16905987,0.24806571,0.16459885,0.44648877,0.10006049,0.13580422,0.27646068,0.4709262,0.098912716,0.13602528,1
0.32788008,0.38079968,0.36043906,0.3891528,0.5457976,0.44636145,0.30193514,0.33034986,0.27222964,0.4436744,0.3498663,0.3723135,0.45498595,0.33108622,0.30534852,0.2980728,0.32782522,0.49885115,0.33500528,0.36558166,0.45290345,0.37186986,0.29640594,0.29302272,0.27232406,0.37689257,0.2680372,0.33292252,0.3709438,0.41419864,0.27582574,0.3169987,0.22788337,0.44075578,0.178174,0.28546348,0.22150862,0.3429751,0.17486195,0.2939078,0.16375282,0.5065704,0.10763392,0.1668957,0.31526315,0.49392605,0.105634876,0.16693637,1
0.25558212,0.30881122,0.35188094,0.3007032,0.6017483,0.46241587,0.24906889,0.23750056,0.21134263,0.31494612,0.30382815,0.24774842,0.56589234,0.35811085,0.27305505,0.20643343,0.27507132,0.34906188,0.33817866,0.27634776,0.42325255,0.36665383,0.29175055,0.21933924,0.2630352,0.28631735,0.31133538,0.27527165,0.35716844,0.41513562,0.27697703,0.20687114,0.2343822,0.36736402,0.203665,0.2458702,0.21984084,0.38264385,0.17932968,0.21119374,0.16370176,0.44892973,0.11605651,0.14107262,0.33775735,0.5931806,0.11189717,0.13784894,1
0.25105378,0.3200049,0.17936169,0.20580703,0.4276053,0.40877792,0.14259052,0.2032461,0.16905934,0.37005228,0.11925866,0.14366576,0.34660277,0.35183358,0.1132636,0.14446494,0.2035348,0.43144616,0.10984159,0.14918111,0.25867492,0.37376857,0.092956215,0.14684351,0.1593021,0.3378418,0.07765841,0.13972004,0.19779332,0.43216455,0.07212779,0.121338286,0.120420635,0.38637376,0.058324818,0.1384657,0.15071093,0.42019624,0.054221723,0.13603671,0.11843644,0.49600443,0.05083313,0.10551381,0.2608067,0.6618155,0.04956247,0.103739046,1
0.28048027,0.32446545,0.22343476,0.27429584,0.41043973,0.35254925,0.18932664,0.30639815,0.20483294,0.35723907,0.22756231,0.28138632,0.4111958,0.30039766,0.1973901,0.2271478,0.26924065,0.40951422,0.22426596,0.24065387,0.36395147,0.34551492,0.21670792,0.2372288,0.22703975,0.32234788,0.20425534,0.22260033,0.2950729,0.37432402,0.1995821,0.21755058,0.1830073,0.35571837,0.12847339,0.18219838,0.19150934,0.33277953,0.13500018,0.22700898,0.14065804,0.44722342,0.0812009,0.12330139,0.2825816,0.5019188,0.081752434,0.1301723,1
0.23045817,0.26744068,0.26880166,0.230511,0.46339354,0.32221556,0.279449,0.27747434,0.24530318,0.3594001,0.3093317,0.26575503,0.50438344,0.3123329,0.31651247,0.25140733,0.29665008,0.38392887,0.35879797,0.29747826,0.5046684,0.4466929,0.37424794,0.29030502,0.30153212,0.33078736,0.34239233,0.34672853,0.37959784,0.3859227,0.360595,0.30202687,0.28126597,0.4091439,0.23576896,0.3063812,0.20699717,0.25806534,0.22086315,0.28083137,0.18871066,0.44817877,0.13238646,0.1816,0.28006035,0.33538768,0.12651598,0.16684705,1
