P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,Class,TSNE.x,TSNE.y,TSNE.jaccard,MDS.x,MDS.y,MDS.jaccard,Isomap.x,Isomap.y,Isomap.jaccard,Spectral.x,Spectral.y,Spectral.jaccard
1.0,0.002933,0.0,0.0,0.13783,0.110459,0.0,0.0,0.0,0.02346,0.034213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121212,0.046921,0.0,0.0,0.0,0.013685,0.013685,0.002933,0.0,0.0,0.00391,0.005865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004888,0.004888,0.001955,0.0,0.0,0.001955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.3378,0.5086,0.8333333333333334,-0.0864,0.4268,0.8333333333333334,0.3892,0.6556,0.5714285714285714,0.4628,-0.0744,0.5714285714285714
0.501888,0.0,0.0,0.0,0.016149,0.0,0.0,0.0,0.0,0.0,0.0,0.001258,0.0,0.0,0.000839,0.00021,0.10193,0.0,0.0,0.0,1.0,0.07067999999999999,0.0,0.0,0.0,0.002097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092911,0.058305,0.0,0.0,0.001468,0.31040300000000004,0.002517,0.0,0.0,0.0,0.00041900000000000016,0.00021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081586,0.001049,0.002727,0.0,0.033977,0.072777,0,1,0.6143,0.3883,0.5714285714285714,-0.0715,0.1944,0.5714285714285714,0.1335,0.2869,0.4666666666666667,0.4486,-0.4688,0.15789473684210525
0.0,0.0,0.0,0.066015,0.01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008150000000000001,0.008965,0.000407,0.0,0.0,0.06275499999999999,1.0,0.0,0.0,0.0,0.005705,0.000407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016300000000000002,0.0,0.0,0.0,0.006520000000000001,0.12795399999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001222,0.015077000000000004,0,1,0.8499,0.4816,0.6923076923076923,-0.1053,0.0067,0.29411764705882354,0.1323,0.1628,0.8333333333333334,0.5390,-0.8342,0.2222222222222222
0.554607,0.0,0.0,0.002697,0.5116850000000001,0.000449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001798,0.012584,0.161798,0.027191000000000003,0.0,0.0,0.039326,1.0,0.173034,0.0,0.0,0.000225,0.038876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000449,0.033034,0.019101,0.0,0.0,0.008315000000000001,0.148315,0.012135,0.0,0.0,0.0,0.001124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000449,0.016628999999999998,0.002697,0.0,0.0,0.005618,0.018202,0,1,0.5789,0.3243,0.5714285714285714,-0.1321,0.2999,0.1,0.1442,0.4321,0.375,0.4128,-0.3336,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104466,0,1,0.8034,0.3992,0.1,-0.0490,0.0323,0.5714285714285714,0.1408,0.1401,0.4666666666666667,0.5265,-0.7981,0.2222222222222222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.8220,0.4719,0.6923076923076923,-0.1062,0.0439,0.5714285714285714,0.1414,0.1774,0.8333333333333334,0.5373,-0.8216,0.375
0.436364,0.0,0.0,0.0,0.109091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.109091,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.363636,0.054545,0.0,0.0,0.0,0.072727,0.036364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036364,0.0,0.0,0.309091,0,1,0.6367,0.3353,0.5714285714285714,0.0499,0.1597,0.4666666666666667,0.1565,0.3259,0.5714285714285714,0.4591,-0.4666,0.2222222222222222
0.026554,0.0,0.0,0.003018,0.009656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001811,0.000604,0.921545,0.002414,0.0,0.0,1.0,0.477972,0.001207,0.0,0.0,0.0,0.003621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271575,0.267351,0.0,0.0,0.0,0.035003,0.022933,0.000604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010863,0.007242,0.0,0.0,0.0,0.003018,0.002414,0,1,0.5582,0.0203,0.29411764705882354,-0.6286,-0.3961,0.2222222222222222,-0.3961,-0.0555,0.375,0.0425,0.0899,0.375
0.0,0.0,0.001449,0.004348,0.004348,0.0,0.0,0.0,0.0,0.0,0.0,0.002899,0.0,0.0,0.0,0.044928,0.011594,0.0,0.0,0.050725,1.0,0.004348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010145,0.005797,0.0,0.0,0.010145,0.25942,0.001449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001449,0.007245999999999998,0.001449,0.0,0.002899,0.08985499999999999,0,1,0.8776,0.4034,0.6923076923076923,-0.0647,0.0207,0.8333333333333334,0.1252,0.1336,0.1,0.5445,-0.8525,0.2222222222222222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104466,0,1,0.8946,0.4343,0.5714285714285714,-0.0490,0.0323,0.5714285714285714,0.1408,0.1401,0.4666666666666667,0.5265,-0.7981,0.2222222222222222
0.000206,0.0,0.000721,0.020906,0.000206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001236,0.002266,0.117817,0.000103,0.0,0.0,0.469825,1.0,0.0,0.0,0.0,0.0035020000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003811,0.10988699999999996,0.0,0.0,0.000103,0.222245,0.299691,0.0,0.0,0.0,0.000515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001648,0.027703,0.0,0.0,0.0,0.040062,0.031411,0,1,0.9478,0.2176,0.8333333333333334,-0.1713,-0.0995,0.6923076923076923,0.1286,0.1236,0.5714285714285714,0.3659,-0.3246,0.047619047619047616
0.181608,0.003157,0.0,0.002315,0.074705,0.00947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015993,0.002104,0.0,0.0,0.04314,1.0,0.100379,0.000421,0.0,0.00021,0.026305,0.002104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001263,0.015152,0.001052,0.0,0.00021,0.022938,0.248948,0.013468,0.0,0.0,0.0,0.002315,0.000421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000842,0.00021,0.001052,0.0,0.001894,0.010943,0,1,0.7681,0.3541,0.4666666666666667,-0.0797,0.0905,0.8333333333333334,0.1319,0.2498,0.29411764705882354,0.5680,-0.8888,0.4666666666666667
1.0,0.0,0.0,0.0,0.08910900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80198,0.306931,0.0,0.0,0.0,0.08910900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237624,0.148515,0.0,0.0,0.0,0.059406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079208,0.0,0.0,0.12871300000000002,0,1,0.4692,0.4528,0.29411764705882354,-0.1276,0.4350,0.2222222222222222,0.2702,0.4997,0.4666666666666667,0.4162,-0.2289,0.2222222222222222
0.07253899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619171,0.08031100000000001,0.0,0.0,0.082902,1.0,0.002591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002591,0.002591,0.0,0.0,0.0,0.012953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.7950,0.1688,0.4666666666666667,-0.2602,0.1174,0.375,-0.0268,0.0205,0.5714285714285714,0.3583,-0.2864,0.1
0.0,0.0,0.001682,0.002019,0.000336,0.0,0.0,0.0,0.000336,0.0006730000000000001,0.0,0.001009,0.0,0.011104,0.033984,1.0,0.002019,0.0,0.0,0.297779,0.5821,0.000336,0.0,0.0,0.0,0.000336,0.0,0.0,0.0,0.0,0.0,0.045424,0.0,0.0,0.0,0.07974400000000001,0.124832,0.0006730000000000001,0.0,0.0,0.070996,0.168573,0.0,0.0,0.0,0.000336,0.0006730000000000001,0.0,0.0,0.0,0.001009,0.01144,0.002019,0.0,0.0,0.0013460000000000002,0.01245,0.041723,0.000336,0.0,0.0,0.024563,0.052826,0,1,0.6358,-0.0549,0.4666666666666667,-0.3659,-0.0395,0.047619047619047616,-0.1878,-0.0360,0.8333333333333334,0.3285,-0.1608,0.15789473684210525
0.227698,0.028586,0.032035,0.018728,0.019221,0.016756999999999998,0.001971,0.0,0.002957,0.0014789999999999998,0.0,0.001971,0.009364,0.050764,0.050271,0.36619,0.007886,0.0,0.0,0.34549,1.0,0.0414,0.013307,0.000986,0.002957,0.0069,0.008870999999999999,0.0,0.0,0.0,0.0,0.022178,0.0,0.0,0.0,0.104485,0.103499,0.001971,0.0,0.010843,0.19172,0.337112,0.018236,0.005914,0.0,0.002957,0.002957,0.0054210000000000005,0.0,0.000493,0.00345,0.014293,0.0054210000000000005,0.0,0.0,0.010843,0.079349,0.047807,0.0014789999999999998,0.016263999999999997,0.007886,0.14243499999999998,0.182356,0,1,0.9949,0.2277,0.6923076923076923,-0.1830,-0.0211,0.4666666666666667,0.1371,0.1258,0.4666666666666667,0.3839,-0.3586,0.15789473684210525
0.464521,0.0,0.0,0.0,0.043268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014884,0.014538,0.061613,0.0,0.0,0.002769,1.0,0.014538,0.0,0.0,0.0,0.002769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07649700000000001,0.001731,0.0,0.0,0.122188,0.255106,0.000692,0.0,0.0,0.0,0.000692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031845,0.000346,0.000692,0.0,0.024576,0.021115,0,1,0.6124,0.4055,0.5714285714285714,-0.1021,0.1772,0.6923076923076923,0.1361,0.2900,0.4666666666666667,0.4730,-0.5359,0.29411764705882354
0.072535,0.0,0.0,0.000407,0.0489,0.014059,0.0,0.0,0.0,0.002241,0.000611,0.000204,0.0,0.0,0.0016300000000000002,1.0,0.024654,0.0,0.0,0.002649,0.177873,0.030766,0.0,0.0,0.0,0.017522,0.017319,0.0,0.0,0.0,0.0,0.538305,0.028321,0.0,0.0,0.000611,0.025469,0.001834,0.0,0.0,0.0,0.009576,0.005094,0.003464,0.0,0.0,0.012632,0.07620199999999999,0.036675,0.000204,0.003667,0.0,0.01793,0.002445,0.0,0.0,0.0,0.002037,0.000611,0.00489,0.0,0.0,0.00489,0,1,0.6406,-0.0938,0.4666666666666667,0.2459,-0.4434,0.047619047619047616,-0.1856,-0.1004,0.4666666666666667,0.2925,-0.0521,0.15789473684210525
0.005009,0.0,0.0,0.035519,0.018215,0.0,0.0,0.0,0.0,0.0,0.0,0.000455,0.0,0.0,0.0,0.165756,0.006831,0.0,0.0,0.338798,1.0,0.000455,0.0,0.0,0.001366,0.000911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000455,0.001366,0.0,0.0,0.007741,0.080601,0.000455,0.0,0.0,0.0,0.000455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000455,0.0,0.0,0.0,0.001366,0.008652,0,1,0.8852,0.2424,0.6923076923076923,-0.1612,-0.0523,0.6923076923076923,0.0881,0.1112,0.375,0.4478,-0.5835,0.15789473684210525
0.041797,0.0,0.0,0.015502000000000004,0.047292,0.0,0.0,0.0,0.0,0.000196,0.000589,0.0,0.0,0.0,0.013147999999999998,1.0,0.5276689999999999,0.0,0.0,0.014913999999999997,0.7396,0.00471,0.0,0.0,0.001177,0.0043170000000000005,0.000196,0.0,0.0,0.0,0.0,0.0,0.033948,0.0,0.0,0.0,0.5162869999999999,0.140895,0.0,0.0,0.000785,0.086538,0.001177,0.0,0.0,0.0,0.001177,0.0,0.0,0.0,0.0,0.0,0.000196,0.009419,0.0,0.0,0.0,0.297292,0.027276,0.0,0.0,0.0,0.014521,0,1,0.7349,0.0836,0.8333333333333334,-0.5355,0.4762,0.047619047619047616,-0.1537,-0.0615,0.375,0.3286,-0.1976,0.15789473684210525
0.048132,0.0,0.000135,0.004468,0.00589,0.0,0.0,0.0,0.0,6.8e-05,0.0,0.001083,0.0,0.000271,0.001422,0.501354,0.07209600000000001,0.0,0.0,0.110547,1.0,0.010087,0.0,0.0,0.000745,0.0008119999999999999,0.0,0.0,0.0,0.0,0.0,0.000135,0.0,0.0,0.0,0.001151,0.11481199999999996,0.015773,0.0,0.0,0.019496,0.196588,0.003859000000000001,0.0,0.0,0.000203,0.00088,6.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000271,0.007717,0.00352,0.001151,0.0,0.000542,0.029854,0,1,0.8003,0.1789,0.4666666666666667,-0.2055,0.0519,0.375,-0.0037,0.0341,0.375,0.3884,-0.3913,0.1
0.000343,0.0,0.0010279999999999998,0.005485,0.000343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02674,0.164553,0.000686,0.0,0.0,0.234145,1.0,0.000343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120672,0.000343,0.0,0.0,0.133356,0.263627,0.000343,0.0,0.0,0.000343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06445,0.0,0.000343,0.0,0.059308000000000013,0.105931,0,1,0.9493,0.2479,0.5714285714285714,-0.1079,-0.0368,0.4666666666666667,0.1236,0.1223,0.6923076923076923,0.4955,-0.7173,0.375
0.159341,0.0,0.0,0.0,0.021978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989,0.0,0.0,0.0,1.0,0.027473,0.0,0.0,0.0,0.010989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153846,0.005495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027473,0,1,0.7972,0.4356,0.375,-0.0891,0.0821,0.8333333333333334,0.1141,0.1922,0.8333333333333334,0.5661,-0.8858,0.29411764705882354
0.07453,0.0,0.000359,0.00012,0.009331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008135,0.048331,0.011963,0.0,0.0,0.051083,1.0,0.004425999999999999,0.0,0.0,0.0,0.002512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,0.132911,0.001196,0.0,0.0,0.154085,0.211628,0.000598,0.0,0.0,0.0,0.000479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063764,0.0,0.0,0.0,0.07142000000000001,0.058739,0,1,0.8628,0.3328,0.4666666666666667,-0.0978,0.0238,0.15789473684210525,0.1222,0.1236,0.2222222222222222,0.5641,-0.8890,0.1
0.145291,0.0,0.001002,0.0,0.003006,0.0,0.0,0.0,0.0,0.0,0.0,0.003006,0.0,0.0,0.001503,0.206413,0.442886,0.0,0.0,0.001002,1.0,0.900301,0.004007999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008517,0.0025050000000000003,0.0,0.0,0.004509,0.048597,0.313126,0.189379,0.0,0.0005009999999999999,0.027555,0.314629,0.0,0.0,0.0,0.0005009999999999999,0.0,0.0,0.0,0.0,0.0,0.0005009999999999999,0.0,0.0,0.0,0.0,0.003507,0.105711,0.061122,0.0,0.0,0.117234,0,1,0.6680,0.2521,0.2222222222222222,0.5492,-0.5162,0.047619047619047616,0.1267,0.2248,0.2222222222222222,0.3457,-0.2337,0.1
0.03928,0.0,0.0,0.0,0.028232,0.001023,0.0,0.0,0.0,0.000409,0.003478,0.002046,0.0,0.000205,0.007979,0.7037640000000001,0.443331,0.0,0.0,0.003682,0.267594,0.018617,0.0,0.0,0.0,0.00757,0.001023,0.0,0.0,0.0,0.0,0.002455,0.021686,0.0,0.0,0.0,1.0,0.388707,0.0,0.0,0.001432,0.032529,0.007979,0.001432,0.0,0.0,0.004092,0.0008179999999999999,0.0,0.0,0.0,0.0,0.072627,0.246522,0.0,0.0,0.0,0.150573,0.032733,0.003273,0.0,0.000409,0.008592,0,1,0.7333,0.0746,0.375,0.4102,-0.6578,0.047619047619047616,-0.2950,-0.2473,0.15789473684210525,0.2951,-0.0609,0.15789473684210525
0.000691,0.0,0.0,0.00518,0.011395,0.002072,0.0,0.0,0.0,0.001727,0.001381,0.00034500000000000004,0.0,0.0,0.006906,1.0,0.023481,0.0,0.0,0.004834000000000001,0.271409,0.0,0.0,0.0,0.000691,0.001381,0.0,0.0,0.0,0.0,0.0,0.31837,0.106354,0.0,0.0,0.0,0.07562200000000001,0.003108,0.0,0.0,0.001727,0.052831,0.0,0.0,0.0,0.0,0.0,0.015884,0.07424,0.0,0.0,0.0,0.046961,0.003798,0.0,0.0,0.0,0.015193,0.002072,0.0,0.0,0.0,0.008978,0,1,0.7118,-0.0292,0.5714285714285714,-0.3996,0.2053,0.1,-0.1878,-0.0872,0.5714285714285714,0.3187,-0.0973,0.2222222222222222
